"Ballastplaat"	51.366667	4.233333
"Kabeljauwbeek"	51.366667	4.25
"Hollandsche Loop"	51.416667	4.816667
"Hazenduinen"	51.383333	4.416667
"Roosendaalse Vaart"	51.533333	4.466667
"Roer"	51.2	5.983333
"Zuid-Willemsvaart"	50.866667	5.65
"Wielingen"	51.416667	3.416667
"Tongelreep"	51.433333	5.483333
"Marksken"	51.416667	4.9
"Zoom"	51.5	4.266667
"Moerbekepolder"	51.2	3.933333
"Putse Moer"	51.383333	4.433333
"Leijloop"	51.5	4.783333
"Schelde"	51.366667	4.25
"Noorbeek"	50.75	5.766667
"Prosperpolder"	51.316667	4.2
"Isabellakanaal"	51.316667	3.733333
"Het Zwin"	51.366667	3.366667
"Gulp"	50.816667	5.9
"Bedafsche Heide"	51.45	5.016667
"Eckelsche Beek"	51.633333	6.016667
"Bijlandsch Kanaal"	51.85	6.066667
"Geise"	53.316667	7.2
"Niers"	51.716667	5.95
"Grenskanaal"	51.85	6.3
"Dinkel"	52.5	6.966667
"Radewijkerbeek"	52.566667	6.616667
"Oude Rijn"	51.916667	6.016667
"Veener Ley"	51.583333	6.133333
"Bourtanger Moor"	52.833333	7.1
"Regnieter Bach"	51.866667	6.383333
"Kendel"	51.683333	6.033333
"Dinkelkanaal"	52.416667	6.95
"Aastrang"	51.883333	6.433333
"Hoogzand"	53.3	7.216667
"Aa"	51.583333	4.766667
"Boven Rijn"	51.966667	5.583333
"Kempenland"	51.166667	5.333333
"Kanaal van Brugge naar Sluis"	51.216667	3.233333
"Schipbeek"	52.25	6.233333
"Kanaal van Gent naar Terneuzen"	51.066667	3.733333
"Vecht"	52.55	6.1
"Mark"	51.65	4.383333
"Maas"	51.716667	4.833333
"Dommel"	51.683333	5.316667
"Berkel"	52.133333	6.2
"Aa"	51.65	5.316667
"Saeffeler-beek"	51.033333	5.866667
"Eems"	53.5	7
"Jeker"	50.85	5.7
"Geldernsch Kanaal"	51.516667	6.166667
"Coevorden-Piccardie-Kanaal"	52.666667	6.766667
"Geul"	50.9	5.716667
"Wijlermeer"	51.816667	5.95
"Verlengde Hoogeveensche Vaart"	52.733333	6.516667
"Maanplaat"	53.283333	7.183333
"Swalm"	51.25	6.016667
"Strijbeeksche Beek"	51.5	4.783333
"Roode Beek"	51.133333	6.083333
"Roode Beek"	51.066667	5.833333
"Kanaal Lanaye naar Maastricht"	50.85	5.7
"Oost Friesche Plaat"	53.25	7.2
"Matjens"	51.433333	4.533333
"Westerwoldsche Aa"	53.233333	7.2
"Witte Veen"	52.15	6.883333
"Puntbeek"	52.366667	7.05
"Poppelsche Leij"	51.516667	5.1
"Worm"	51.1	6.1
"Oude IJssel"	52	6.166667
"Molenbeek"	51.533333	4.466667
"Molenbeek"	51.25	6
"Schoonebeekerdiep"	52.65	6.766667
"Waddeneilanden"	53.583333	6.666667
"Horsterbeek"	51.633333	6.066667
"Het Merkske"	51.433333	4.766667
"Ittersche Beek"	51.166667	5.85
"Kanaal Almelo-Nordhorn"	52.366667	6.65
"Dollard"	53.283333	7.15
"Boven Slinge"	51.933333	6.333333
"Rijn"	51.98404	4.08245
"The Channel"	17.433333	-62.883333
"Antillas"	19.383333	-71.216667
"West-Indië"	19.383333	-71.216667
"West Indies"	19.383333	-71.216667
"Antilles"	19.383333	-71.216667
"Antilles"	18.733333	-69.15
"Antillen"	18.733333	-69.15
"Antillas"	18.733333	-69.15
"Antilles Menores"	14.666667	-61.016667
"Lesser Antilles"	14.666667	-61.016667
"Pequeñas Antillas"	14.666667	-61.016667
"Kleine Antillen"	14.666667	-61.016667
"Petites Antilles"	14.666667	-61.016667
"Netherlands West Indies"	12.166667	-69
"Dutch West Indies"	12.166667	-69
"Curaçao"	12.166667	-69
"Nederlandsche Antillen"	12.166667	-69
"Nederlandse Antillen"	12.166667	-69
"Netherlands Antilles"	12.166667	-69
"Antia Hulandes"	12.166667	-69
"Ryn"	51.98404	4.08245
"Rin"	51.98404	4.08245
"Rein"	51.98404	4.08245
"Rhein"	51.98404	4.08245
"Rhine"	51.98404	4.08245
"Rhine River"	51.98404	4.08245
"Rhyn"	51.98404	4.08245
"Rain"	51.98404	4.08245
"Reno"	51.98404	4.08245
"Rhin"	51.98404	4.08245
"De Schelde"	51.366667	4.25
"Escaut"	51.366667	4.25
"L’ Escaut"	51.366667	4.25
"Scheld"	51.366667	4.25
"Scheldt"	51.366667	4.25
"La Roer"	51.2	5.983333
"Die Rur"	51.2	5.983333
"De Roer"	51.2	5.983333
"Rur"	51.2	5.983333
"De Zoom"	51.5	4.266667
"Zwyn"	51.366667	3.366667
"Zwin"	51.366667	3.366667
"Zwynn"	51.366667	3.366667
"Zwin Estuary"	51.366667	3.366667
"Zwijn Estuary"	51.366667	3.366667
"Gueule"	50.9	5.716667
"De Geul"	50.9	5.716667
"La Gueule Rivière"	50.9	5.716667
"Geulle"	50.9	5.716667
"Geule"	50.9	5.716667
"La Gulpe"	50.816667	5.9
"Itterbeek"	51.166667	5.85
"Tongerlose Beek"	51.166667	5.85
"Itterse Beek"	51.166667	5.85
"Itter"	51.166667	5.85
"Geer"	50.85	5.7
"De Jeker"	50.85	5.7
"Jaar"	50.85	5.7
"Le Geer"	50.85	5.7
"Aabeek"	51.25	6
"A Beek"	51.25	6
"Canal de Lanaye à Maastricht"	50.85	5.7
"Canal Lanaye-Maastricht"	50.85	5.7
"Kanaal Ternaaien-Maastricht"	50.85	5.7
"Canal de Maastricht à Bois-le-Duc"	50.866667	5.65
"Kanaal van Maastricht naar Hertogenbosch"	50.866667	5.65
"Maastricht-’s Hertogenbosch Canal"	50.866667	5.65
"Willems Vaart"	50.866667	5.65
"Leij"	51.516667	5.1
"Poppelsche Lei"	51.516667	5.1
"Canal de Rosendaal"	51.533333	4.466667
"Kanal van Roosendaal"	51.533333	4.466667
"Roosendaalsche Vaart"	51.533333	4.466667
"De Putsche Moer"	51.383333	4.433333
"Putsche Moer"	51.383333	4.433333
"De Maatjes"	51.433333	4.533333
"Den Helder"	51.433333	4.533333
"Marksken"	51.433333	4.766667
"Merkske"	51.433333	4.766667
"Hollandseloop"	51.416667	4.816667
"Leiloop"	51.5	4.783333
"Wildertsebeek"	51.533333	4.466667
"Wildertschebeek"	51.533333	4.466667
"Kleine A"	51.533333	4.466667
"Friese Eilanden"	53.583333	6.666667
"Frisian Islands"	53.583333	6.666667
"Friesische Inseln"	53.583333	6.666667
"Frisiske Øer"	53.583333	6.666667
"Friesian Islands"	53.583333	6.666667
"Dollart"	53.283333	7.15
"Die Geise"	53.316667	7.2
"Maanplate"	53.283333	7.183333
"Ostfriesische Plate"	53.25	7.2
"Het Boertanger Moeras"	52.833333	7.1
"Westerwoldsche A"	53.233333	7.2
"Westerwoldse Aa"	53.233333	7.2
"Ems"	53.5	7
"Die Ems"	53.5	7
"Ems River"	53.5	7
"Amisia"	53.5	7
"Ems"	53.5	7
"Bijlandsche Kanaal"	51.85	6.066667
"Bylandsch Kanaal"	51.85	6.066667
"Bijlands Kanaal"	51.85	6.066667
"Nierskanal"	51.516667	6.166667
"Nierskanaal"	51.516667	6.166667
"Geldersch Kanaal"	51.516667	6.166667
"Gelders Kanaal"	51.516667	6.166667
"Geldersch Niers Kanaal"	51.516667	6.166667
"’t Gelders Kanaal"	51.516667	6.166667
"Geldernskanaal"	51.516667	6.166667
"Spanische Ley"	51.583333	6.133333
"Berghse Wetering"	51.85	6.3
"Bergsche Wetering"	51.85	6.3
"Wyler Meer"	51.816667	5.95
"Hardenbergsche Beek"	51.866667	6.383333
"Regenieterbeek"	51.866667	6.383333
"Kender"	51.716667	5.95
"Schlinge"	51.933333	6.333333
"Slingerbeek"	51.933333	6.333333
"Slingebeek"	51.933333	6.333333
"Aaltensche Slinge"	51.933333	6.333333
"Oude IJsel"	52	6.166667
"Issel"	52	6.166667
"Leit-Graben"	51.633333	6.066667
"Leitgraben"	51.633333	6.066667
"Rothen Bach"	51.133333	6.083333
"Rodge Beek"	51.133333	6.083333
"Rode Bach"	51.066667	5.833333
"Coevorden-Piccardie-Kanal"	52.666667	6.766667
"Coevorden Alte Piccardie Kanal"	52.666667	6.766667
"Koevorden-Piccardie-Kanal"	52.666667	6.766667
"Kanaal Koevorden-Alte-Picardië"	52.666667	6.766667
"Canal Picardie Coevorden"	52.666667	6.766667
"Kanaal naar Alte Picardië"	52.666667	6.766667
"Kanaal Almeloo-Nordhorn"	52.366667	6.65
"Almelo-Nordhorn Kanal"	52.366667	6.65
"Kanaal Almeloo-Noordhorn"	52.366667	6.65
"Nordhorn-Almelo-Kanal"	52.366667	6.65
"Hoge Veenkanal"	52.733333	6.516667
"Verlangde Hoogeveensche Vaart"	52.733333	6.516667
"Verlengde Hoogeveense Vaart"	52.733333	6.516667
"Witte Venn"	52.15	6.883333
"De Dinkel"	52.5	6.966667
"Pantbach"	52.366667	7.05
"De Puntbeek"	52.366667	7.05
"Saeffelerbach"	51.033333	5.866667
"Saeffeler-Bach"	51.033333	5.866667
"Wurm"	51.1	6.1
"Worms"	51.1	6.1
"Schwalm"	51.25	6.016667
"Zwalmse Beek"	51.25	6.016667
"Zwalm"	51.25	6.016667
"Raderwijker Beek"	52.566667	6.616667
"Grenzaa"	52.65	6.766667
"Schoonebekerdiep"	52.65	6.766667
"Aa"	52.65	6.766667
"De Aa Suderbeeke"	52.65	6.766667
"Priesterbeek"	51.883333	6.433333
"Astrang"	51.883333	6.433333
"Rhenus"	51.98404	4.08245
"Rhenos"	51.98404	4.08245
"Strijbeekse Loop"	51.5	4.783333
"Strybeekschebeek"	51.5	4.783333
"Strybeekscheloop"	51.5	4.783333
"Teernserpolder"	53.183333	5.816667
"Teijeburen"	53.383333	5.933333
"Zelder"	51.7	6.016667
"Zeistergrift"	52.066667	5.25
"Reuken"	50.916667	5.9
"Scharmer Oostpolder"	53.2	6.716667
"Scharlakenhof"	53.15	6.616667
"Lutterade"	50.966667	5.8
"Laageinde"	51.866667	5.266667
"Oude Rijn"	53.016667	5.633333
"Woudmansdiep"	53.2	5.866667
"Woudenbergse Grift"	52.05	5.433333
"Laag-Blokland"	51.883333	4.85
"Kymmelsberg"	53.066667	6.65
"Oude Vest"	52.166667	4.483333
"Woudenbergsche Grift"	52.05	5.433333
"Overburen"	52.85	6.066667
"Overdiemercentrale"	52.35	5.016667
"Heringa-State"	53.216667	5.733333
"Popta Slot"	53.216667	5.733333
"Poststruiken"	52.933333	7.116667
"Swieringa’s Polder"	53.283333	6.716667
"Simonshoek"	51.35	5.883333
"Meneerscheplaat"	51.783333	4.183333
"Meliestraat"	51.7	5.233333
"Mennonietenbuurt"	52.233333	4.833333
"Menkeweerstertocht"	53.333333	6.583333
"’t Rooth"	50.833333	5.783333
"North Sea Canal"	52.466667	4.616667
"Sikkelbosch"	52.35	6.433333
"Noordzeekanaal"	52.466667	4.616667
"Noordwijk Goodsvlietpolder"	51.3	3.466667
"Wedderburcht"	53.066667	7.083333
"Zeijerstrubben"	53.05	6.533333
"Zeyerstrubben"	53.05	6.533333
"Hoek van de Kwak"	51.833333	4.1
"Polder de Kwadijkerkoog"	52.516667	4.983333
"Op den Bosch"	51.15	6.133333
"Op den Bos"	51.15	6.133333
"Oostwold"	53.25	6.916667
"Oostwolde"	53.25	6.916667
"Polder Oostwaard"	52.15	5.05
"Oldeboersbrug"	52.416667	6.3
"Trichterberg"	50.816667	5.75
"’t Relaar"	52.416667	6.266667
"Relaar"	52.416667	6.266667
"Leggelderveld"	52.866667	6.4
"Legerplaats Oldebroek"	52.4	5.916667
"Legerplaats-bij-Oldebroek"	52.4	5.916667
"Oisterwijkse Vennen"	51.566667	5.216667
"’t Reelaer"	52.416667	6.266667
"Treekerplas"	52.1	5.383333
"Zuidweihoek"	51.55	4.15
"Kamp bij Oldebroek"	52.4	5.916667
"Leest"	53.166667	6.883333
"Neer-Andel"	51.783333	5.05
"Andel"	51.783333	5.05
"Westbroekpark"	52.1	4.3
"Wildenberg"	52.616667	6.4
"Wijzend"	52.633333	4.9
"Nieuw-Sint-Jooslandpolder"	51.466667	3.683333
"Nieuw Schipsloot"	52.966667	5.8
"Boswachterij Leersum"	52.033333	5.45
"Spaarne River"	52.383333	4.65
"Het Spaarne"	52.383333	4.65
"Spaarne"	52.383333	4.65
"Wijnhaven"	51.916667	4.483333
"Klootwijkhoeve"	51.783333	4.966667
"Oosterhof"	52.316667	6.533333
"Klopvaart"	52.15	5.133333
"Oostergoo"	53.25	5.916667
"Mooie Nel"	52.4	4.683333
"Monte Bello"	52.233333	6.533333
"Oostergo"	53.25	5.916667
"Loonschen Dijk"	51.666667	5.016667
"Loonschedijk"	51.666667	5.016667
"Kroonstad"	53.333333	6.933333
"Nattevlak"	53.033333	4.7
"Polder Veldzorg"	53.283333	5.683333
"Nauernase Polder"	52.433333	4.733333
"Makken"	51.583333	5.983333
"Majuba"	52.366667	5.95
"Voortbeek"	51.433333	6.166667
"Middelbeek"	52.25	5.516667
"Hoeve Voorwaarts"	52.85	4.716667
"Kloostermolenpolder"	53.283333	6.683333
"Ruurlo"	52.083333	6.433333
"Nieuwe Riet"	51.566667	4.5
"Nieuwe-Parochie"	51.35	5.733333
"Polder Nieuw-en Oud-Beaumont"	51.633333	4.416667
"Nieuwendijkpolder"	51.666667	4.583333
"Recreatieterrein Nieuwe Polder"	51.833333	4.45
"Polder Nieuwe-Monnikebildt"	53.3	5.733333
"Het Nieuwe-Bilt"	53.3	5.733333
"Westzanerpolder"	52.433333	4.766667
"Westzaner-Overtoom"	52.433333	4.783333
"Laarsenberg"	51.966667	5.6
"Laar"	51.633333	5.2
"Mentinckbosch"	51.983333	6.683333
"Lensheuvel"	51.35	5.15
"Lemsterrijn"	52.85	5.733333
"Laan van Nieuw Oost-Indië"	52.083333	4.35
"Lemselerbeek"	52.333333	6.8
"Lemmerplaat"	51.516667	3.716667
"Oranjesluizen"	52.383333	4.966667
"Mijn Oranje Nassau III"	50.916667	5.95
"Mijn Oranje Nassau II"	50.883333	6.016667
"Mijn Oranje Nassau I"	50.9	5.966667
"Philipswijk"	51.483333	5.483333
"Schoor"	53.4	5.983333
"’t Schoor"	53.4	5.983333
"Het Schoor"	53.4	5.983333
"Polder Spits en Hennip"	51.766667	4.866667
"Spitsendijk"	53	5.916667
"Niewe Maas River"	51.9	4.333333
"Nieuwe Maas"	51.9	4.333333
"Piepermolen"	52.1	6.716667
"Peursum"	51.85	4.916667
"Zuid-Ginkel"	52.033333	5.75
"Vlietje"	51.766667	4.366667
"Stougiesdijk"	51.8	4.433333
"Verenigdkanaal"	53.166667	7.183333
"Vereenigd Kanaal van Westerwolde"	53.166667	7.183333
"Vensehoeve"	51.533333	5.483333
"Sluispolder"	51.8	5.816667
"Stouwgraaf"	52.183333	6.066667
"Stougjesdijk"	51.8	4.433333
"Verenigd Kanaal van Westerwolde"	53.166667	7.183333
"Vereenigtkanaal"	53.166667	7.183333
"Vereenigdkanaal"	53.166667	7.183333
"Tijdenskanaal"	53.166667	7.183333
"B. L. Tijdens Kanaal"	53.166667	7.183333
"Rijsenburg"	52.05	5.266667
"Rijzenburg"	52.05	5.266667
"Rijn-Schiekanaal"	52.05	4.35
"Ryn-Schie Kanaal"	52.05	4.35
"Polder Rijnhuizen"	52.016667	5.1
"Rijndijk"	52.15	4.45
"Polder Willens"	52.016667	4.75
"Spitsbergerdiep"	53.166667	6.8
"Oosterveersloot"	52.466667	4.95
"Zuiderhoofddiep"	52.933333	6.85
"Zuiderheide"	53.083333	6.1
"Rijnbrug"	52.116667	4.683333
"Spilbroek"	52.116667	6.616667
"Oostervalge"	53.4	6.566667
"Polder Wieringerwaard"	52.816667	4.85
"Boswachterij Wieringermeer"	52.883333	5.066667
"Kolhamsterwesterpolder"	53.183333	6.733333
"Kolham"	53.366667	6.333333
"Lariestraat"	51.65	5.466667
"Sluftervallei"	53.15	4.85
"Tingapolder"	53.016667	5.65
"Tivoli"	51.416667	5.516667
"Tiltenberg"	52.316667	4.55
"Schrieversheide"	50.916667	6
"Noorderhoofddiep"	52.95	6.916667
"Noorder-Hoekmeersterpolder"	53.283333	6.766667
"Ter Lede"	51.9	5.066667
"Recht van Terleede"	51.9	5.066667
"Polder van Nieuw-Gastel"	51.6	4.466667
"Nieuwe Wijk"	52.933333	6.4
"Nieuwewiel"	51.716667	5.183333
"Binnenwiel"	51.716667	5.183333
"Nieuwewegspolder"	52.866667	5.533333
"Rotterdamse Waterweg"	51.983333	4.2
"Volen"	51.5	5.95
"New Waterway"	51.983333	4.2
"Nieuwe Waterweg"	51.983333	4.2
"Nieuwe Watering"	53.166667	6.9
"Vogelsberg"	51.316667	5.616667
"Smokkelhoek"	51.466667	3.983333
"West-Oudeland"	51.75	4.516667
"Klein Hilbringshof"	53	6.766667
"Nieuw-Ferdinanduspolder"	51.25	3.983333
"Sluitersveld"	52.366667	6.683333
"Klein Linden"	51.75	5.866667
"Klein-Ferdinanduspolder"	51.25	3.983333
"Westhove"	51.566667	3.516667
"Reiderland"	53.116667	7.083333
"Vaartbroek"	51.483333	5.5
"Vaarsel"	51.383333	5.683333
"Vaardeburen"	53.35	5.883333
"Vareburen"	53.35	5.883333
"Boswachterij Vaals"	50.766667	5.966667
"Polder de Putte"	52.066667	4.65
"Milligen"	52.216667	5.716667
"Oud-Milligen"	52.216667	5.716667
"Ter Horst"	51.466667	6.066667
"Sint Filipsland"	51.616667	4.166667
"Sint Philipsland"	51.616667	4.166667
"Rouwkuilen"	51.5	5.916667
"Vogelenzang"	51.533333	4.233333
"Vogelgezang"	51.533333	4.233333
"Oudendijk"	51.783333	4.733333
"Wormingen"	52.2	5.966667
"Wormen"	52.2	5.966667
"Wormenschematen"	52.2	5.966667
"Tienhoven"	52.166667	5.083333
"Tielerwaard"	51.85	5.2
"Tichelerswijk"	53.216667	6.75
"’t Horntje"	53	4.783333
"Tornerbeek"	51.15	5.866667
"Thornderbeek"	51.15	5.866667
"Moeshoorn"	53.383333	6.683333
"Moeshorn"	53.383333	6.683333
"Logt"	51.583333	5.7
"Locht"	51.583333	5.7
"Sterrebos"	52.366667	7
"Sterkenburg"	52.033333	5.283333
"Stepekolk"	51.45	5.6
"Stellepolder"	51.483333	3.8
"Othene"	51.333333	3.866667
"Ossendrechtsche Gat"	51.383333	4.25
"Woord"	51.8	5.733333
"Oterdumerwarven"	53.283333	6.983333
"Zwarte Sloot"	53	5.783333
"Leuvehaven"	51.916667	4.483333
"Rikstel"	51.5	5.65
"Rixtel"	51.5	5.65
"Rijkebuurt"	51.6	4.066667
"Rietveldsche Wetering"	51.933333	5.166667
"Polder de Velserbroek"	52.433333	4.666667
